text,label
This show is PG-13 and not suitable for young audiences. View Event → The CENTER for Performing Arts at Rhinebeck Home About Us Buy Tickets Kids Shows,NON-EVENT
Auditions,EVENT
Donate Contact Us Dance Studio Email News Sign Up,NON-EVENT
2024 / 2025 Season Sponsors,EVENT
Silver Sponsor Bronze Sponsors,NON-EVENT
Skip to Content Open Menu Close Menu Donate Make A Donation Become a Member Lou Trapani Legacy Scholarship Buy Tickets Main Stage Saturday Morning Family Series Kids On Stage Black Box About Contact Us News Mission History Info Staff Board of Directors Photo Gallery Video Trailer Gallery Directions,NON-EVENT
Auditions Summer Camp Kids & Classes,EVENT
Kids & Teens On Stage CENTERstage Dance Studio Workshops Field Trips & Assemblies Saturday Morning Family Series Educational Job Opportunities Dance Studio CENTERstage Dance Studio,NON-EVENT
"Class Schedule, Levels, and Descriptions",EVENT
Dance Recital Competition Team,NON-EVENT
Adult Dance Classes,EVENT
Dress Code Our Instructors Join Us Subscribe for Email Updates Become A Member Become A Volunteer Become An Usher Become A Board Member Director Interest Form Black Box Proposal Form Gift Cards Amazon Wishlist Get Emails 0 0 Become A Member 0 0 Become A Member Donate Make A Donation Become a Member Lou Trapani Legacy Scholarship Buy Tickets Main Stage Saturday Morning Family Series Kids On Stage Black Box About Contact Us News Mission History Info Staff Board of Directors Photo Gallery Video Trailer Gallery Directions,NON-EVENT
Auditions Summer Camp Kids & Classes,EVENT
Kids & Teens On Stage CENTERstage Dance Studio Workshops Field Trips & Assemblies Saturday Morning Family Series Educational Job Opportunities Dance Studio CENTERstage Dance Studio,NON-EVENT
"Class Schedule, Levels, and Descriptions",EVENT
Dance Recital Competition Team,NON-EVENT
Adult Dance Classes,EVENT
Dress Code Our Instructors Join Us Subscribe for Email Updates Become A Member Become A Volunteer Become An Usher Become A Board Member Director Interest Form Black Box Proposal Form Gift Cards Amazon Wishlist Get Emails Open Menu Close Menu Folder: Donate Back Make A Donation Become a Member Lou Trapani Legacy Scholarship Folder: Buy Tickets Back Main Stage Saturday Morning Family Series Kids On Stage Black Box Folder: About Back Contact Us News Mission History Info Staff Board of Directors Photo Gallery Video Trailer Gallery Directions,NON-EVENT
Auditions Summer Camp,EVENT
Folder:,NON-EVENT
Kids & Classes,EVENT
Back Kids & Teens On Stage CENTERstage Dance Studio Workshops Field Trips & Assemblies Saturday Morning Family Series Educational Job Opportunities Folder: Dance Studio Back CENTERstage Dance Studio,NON-EVENT
"Class Schedule, Levels, and Descriptions",EVENT
Dance Recital Competition Team,NON-EVENT
Adult Dance Classes,EVENT
Dress Code Our Instructors Folder: Join Us Back Subscribe for Email Updates Become A Member Become A Volunteer Become An Usher Become A Board Member Director Interest Form Black Box Proposal Form Gift Cards Amazon Wishlist Get Emails Become A Member The CENTER Black Box,NON-EVENT
"Located downstairs at The CENTER, this space is designed to foster creativity and bring new works to life in a more intimate setting. The Black Box space serves as a studio for classes and rehearsals during the day, and transforms into a performance venue on our otherwise “dark” weekends. With flexible seating for up to 40, the layout can vary depending on the production, allowing for a truly unique experience every time you visit. This space gives artists, directors, and creators a platform to self-produce and share personal, thought-provoking works. Many performances in this space are not produced by traditional production companies, but instead focus on the craft of acting and storytelling, with minimal emphasis on sets, costumes, or technical aspects.",EVENT
"This space is designed to explore meaningful topics, experiment with new ideas, and create something deeply personal without the financial burden of selling seats for our Main Stage.",NON-EVENT
"Thank you for joining us in this exciting new chapter, and we can’t wait to share these powerful performances with you! Buy tickets for the 2025 Black Box Season below: Please read each event description carefully as each individual performance may have varying seating availability, performance dates, times, or ticket prices.",EVENT
Please arrive 15-30 minutes before show time. The entrance to the Black Box space is downstairs.,NON-EVENT
"There will be no concessions sold, however, you are welcome to bring your own beverages as long as their consumption is not disruptive to the performance.",EVENT
Sep 12,NON-EVENT
to Sep 14,EVENT
Every Brilliant Thing,NON-EVENT
"Fri, Sep 12, 2025 8:00 PM Sun, Sep 14, 2025 5:00 PM",EVENT
Google Calendar ICS CENTERstage Productions presents Every Brilliant Thing Written by Duncan Macmillan with Jonny Donahoe Directed by Christine Crawfis,NON-EVENT
"September 12 -14, 2025",EVENT
Friday and Saturday at 8 PM Sunday at 3 PM Tickets $15 View Event → May 2,NON-EVENT
to May 4,EVENT
Spinning My Wheels,NON-EVENT
"Fri, May 2, 2025 8:00 PM Sun, May 4, 2025 5:00 PM",EVENT
Google Calendar ICS SPINNING MY WHEELS: A One-Man Show Written and Performed by Michael Garfield Levine Directed by Caitlin Langstaff,NON-EVENT
"May 2-4, 2025",EVENT
Friday and Saturday at 8 PM Sunday at 3 PM Tickets $20 View Event → Apr 4,NON-EVENT
to Apr 5,EVENT
Coloring,NON-EVENT
"Fri, Apr 4, 2025 8:00 PM Sat, Apr 5, 2025 10:00 PM",EVENT
Google Calendar ICS Coloring,NON-EVENT
A staged reading,EVENT
Written and Directed by Alyssa Borelli,NON-EVENT
"April 4 & 5, 2025",EVENT
Friday and Saturday at 8 PM Tickets $15 View Event → Mar 8,NON-EVENT
to Mar 9,EVENT
A Mother Stands Still,NON-EVENT
"Sat, Mar 8, 2025 8:00 PM Sun, Mar 9, 2025 5:00 PM",EVENT
Google Calendar ICS A Mother Stands Still Written and Performed by Heather Dell’Amore Directed by Samantha Jones,NON-EVENT
"March 8 & 9, 2025",EVENT
"Saturday at 8 PM, Sunday at 3 PM Tickets $15 View Event → Oct 4",NON-EVENT
to Oct 6,EVENT
"One Night with Albee: The Zoo Story & The American Dream, A CENTER Black Box Show",NON-EVENT
"Fri, Oct 4, 2024 8:00 PM Sun, Oct 6, 2024 5:00 PM",EVENT
Google Calendar ICS One Night with Albee,NON-EVENT
October 4 - 6,EVENT
View Event → Aug 16,NON-EVENT
to Aug 18,EVENT
Harvey,NON-EVENT
"Fri, Aug 16, 2024 8:00 PM Sun, Aug 18, 2024 5:00 PM",EVENT
Google Calendar ICS Harvey,NON-EVENT
"Friday, August 16 at 8pm Saturday, August 17 at 8pm Sunday, August 18 at 3pm",EVENT
View Event → May 31,NON-EVENT
to Jun 2,EVENT
The Little Tragedies,NON-EVENT
"Fri, May 31, 2024 8:00 PM Sun, Jun 2, 2024 5:00 PM",EVENT
Google Calendar ICS The Little Tragedies,NON-EVENT
May 31 - June 2,EVENT
"View Event → Ready to Showcase Your Talent in Our Black Box? Submit your pitches now for a chance to perform in our versatile, intimate space! Learn more The CENTER for Performing Arts at Rhinebeck Home About Us Buy Tickets Kids Shows",NON-EVENT
Auditions,EVENT
Donate Contact Us Dance Studio Email News Sign Up,NON-EVENT
2024 / 2025 Season Sponsors,EVENT
Silver Sponsor Bronze Sponsors,NON-EVENT
Skip to Content Open Menu Close Menu Donate Make A Donation Become a Member Lou Trapani Legacy Scholarship Buy Tickets Main Stage Saturday Morning Family Series Kids On Stage Black Box About Contact Us News Mission History Info Staff Board of Directors Photo Gallery Video Trailer Gallery Directions,NON-EVENT
Auditions Summer Camp Kids & Classes,EVENT
Kids & Teens On Stage CENTERstage Dance Studio Workshops Field Trips & Assemblies Saturday Morning Family Series Educational Job Opportunities Dance Studio CENTERstage Dance Studio,NON-EVENT
"Class Schedule, Levels, and Descriptions",EVENT
Dance Recital Competition Team,NON-EVENT
Adult Dance Classes,EVENT
Dress Code Our Instructors Join Us Subscribe for Email Updates Become A Member Become A Volunteer Become An Usher Become A Board Member Director Interest Form Black Box Proposal Form Gift Cards Amazon Wishlist Get Emails 0 0 Become A Member 0 0 Become A Member Donate Make A Donation Become a Member Lou Trapani Legacy Scholarship Buy Tickets Main Stage Saturday Morning Family Series Kids On Stage Black Box About Contact Us News Mission History Info Staff Board of Directors Photo Gallery Video Trailer Gallery Directions,NON-EVENT
Auditions Summer Camp Kids & Classes,EVENT
Kids & Teens On Stage CENTERstage Dance Studio Workshops Field Trips & Assemblies Saturday Morning Family Series Educational Job Opportunities Dance Studio CENTERstage Dance Studio,NON-EVENT
"Class Schedule, Levels, and Descriptions",EVENT
Dance Recital Competition Team,NON-EVENT
Adult Dance Classes,EVENT
Dress Code Our Instructors Join Us Subscribe for Email Updates Become A Member Become A Volunteer Become An Usher Become A Board Member Director Interest Form Black Box Proposal Form Gift Cards Amazon Wishlist Get Emails Open Menu Close Menu Folder: Donate Back Make A Donation Become a Member Lou Trapani Legacy Scholarship Folder: Buy Tickets Back Main Stage Saturday Morning Family Series Kids On Stage Black Box Folder: About Back Contact Us News Mission History Info Staff Board of Directors Photo Gallery Video Trailer Gallery Directions,NON-EVENT
Auditions Summer Camp,EVENT
Folder:,NON-EVENT
Kids & Classes,EVENT
Back Kids & Teens On Stage CENTERstage Dance Studio Workshops Field Trips & Assemblies Saturday Morning Family Series Educational Job Opportunities Folder: Dance Studio Back CENTERstage Dance Studio,NON-EVENT
"Class Schedule, Levels, and Descriptions",EVENT
Dance Recital Competition Team,NON-EVENT
Adult Dance Classes,EVENT
Dress Code Our Instructors Folder: Join Us Back Subscribe for Email Updates Become A Member Become A Volunteer Become An Usher Become A Board Member Director Interest Form Black Box Proposal Form Gift Cards Amazon Wishlist Get Emails Become A Member Kids & Teens On Stage Workshops For decades our Kids on Stage and Teens on Stage programs have been providing humans ages 5-17 an opportunity to learn about stagecraft in a stress-free yet professional environment in our air-conditioned theatre.,NON-EVENT
Participants experience putting on a show from the beginning of the process (auditions) to the final live performances.  No previous experience is required to take part in these workshops.,EVENT
Our Kids on Stage,NON-EVENT
"(KOS) program introduces and reinforces stagecraft and acting skills.  Participants register, learn about the play, and audition.  All participants are guaranteed a role, and our directors make sure that everyone has a chance to shine!  We do junior or kids versions of plays and musicals, and participants often learn choreography and/or stage combat skills.  Rehearsals are after school on weekdays or during our summer camps. Past performances include",EVENT
"Elf Jr. , Mary Poppins, Jr. , Romeo and Juliet , Legally Blonde, Jr. , Peter Pan , and A Christmas Carol",NON-EVENT
.  Performances are after school or on weekend mornings.,EVENT
Our Teens on Stage,NON-EVENT
"(TOS) program builds on the skills introduced in KOS and expands them to support maturing artists who may wish to pursue a career in acting.  TOS is for ages 13-18, and those interested must audition and be cast to register.  Rehearsals are on weekends and after school on weekdays, and participants are expected to be responsible with their schedules and prepared for all rehearsals.  TOS usually produces full-length musicals with more mature themes.  Past performances include",EVENT
"Alice by Heart , Urinetown , bare: A Pop Opera, and Be More Chill",NON-EVENT
.   Performances are on weekends during our Mainstage times- Fridays and Saturdays at 8PM and Sundays at 3PM. We usually have a winter and a spring KOS workshop as well as two summer camp offerings.  Please check this space for future opportunities.,EVENT
Teens on Stage presents FOOTLOOSE Music by Tom Snow Lyrics by Dean Pitchford Directed by Lynne Czajka,NON-EVENT
"AUDITIONS: Friday June 20, 4PM Saturday June 21, 10AM Tuesday June 24, 6:30PM (callback if needed)",EVENT
REHEARSALS:,NON-EVENT
"Rehearsals are 3- 5 times a week July 20- September 13* Most week day rehearsals meet 2:30-5:30PM or 6:00-8:30PM. Most weekend rehearsals meet 10AM-1PM. This is subject to change depending on cast availability. Tech Week Sunday September 14- Thursday September 18, 5-10PM *Actors will receive a calendar of potential rehearsals at the audition. Once the show is cast, a specific rehearsal schedule will be distributed.  Most participants will be called for all rehearsals. Be prepared to list your potential conflicts from 7/20-9/28 at the time of your audition. NOTE: All participants must attend all of tech week and every performance. Cast is required to participate in strike after the show. Call times for performances are an hour and a half before the curtain goes up.  Please bring your schedule to the audition and be prepared to list all conflicts. PERFORMANCES: Fri September 19 & Sat September 20 at 8PM, Sun September 21 at 3PM Fri September 26 & Sat September 27 at 8PM, Sun September 28 at 3PM",EVENT
Ages: 13-18 (18 year olds must be currently enrolled in high school) Tuition: $475 (each participant entitled to two complimentary tickets),NON-EVENT
IMPORTANT AUDITION DETAILS,EVENT
This is a Teens on Stage Workshop.,NON-EVENT
"Anyone interested must first audition. Once cast, cast members must register and pay for the workshop online.",EVENT
Footloose,NON-EVENT
"contains mature content and explores sensitive topics such as teenage sexually, bullying, and underage substance use. Participants must be at least 13 years old at the start of rehearsals. Parents are encouraged to determine whether the show is appropriate for their teen before their teen auditions. A synopsis can be found here:",EVENT
https://en.wikipedia.org/wiki/Footloose_(musical),NON-EVENT
"Auditions will be held on Friday June 20, 4PM and Saturday June 21, 10AM. Those auditioning only need to come to one of these dates. Auditions will happen on a first come, first served basis. If needed, callbacks will take place on Tuesday June 24, 6:30PM and are by invitation only.",EVENT
Footloose is a musical. Please prepare a 32-bar cut of a,NON-EVENT
"musical theater song in the style of the show .  Please provide sheet music for the accompanist or bring a backtrack- our WiFi is not reliable, so we recommend downloading any tracks. A cappella auditions will not be allowed. Be prepared to stay for 30-45 mins in order to read and sing. Please bring your schedule and be prepared to list any and all rehearsal conflicts.",EVENT
All roles are open to all gender identities.,NON-EVENT
"If you cannot attend either audition date, please reach out to Lynne at",EVENT
lynne.czajka@gmail.com,NON-EVENT
"for instructions no later than Wednesday June 18. We are committed to diverse casting. We strongly encourage people of any gender identity, persons of color, and LGBTQ+ individuals to audition. AUDITION FORM- check back as we get closer!",EVENT
Click the link above.,NON-EVENT
Please read all instructions carefully and type or print legibly to complete. Bring your completed copy to the audition. We will have blank copies to fill out at auditions.,EVENT
PRODUCTION DETAILS Music by Tom Snow Lyrics by Dean Pitchford,NON-EVENT
"When Ren and his mother move from Chicago to a small farming town, he is prepared for the inevitable adjustment period at his new high school. But he’s not prepared for the rigorous local edicts, including a ban on dancing instituted by the local preacher, who is determined to exercise control over the town’s youth. When the reverend’s rebellious daughter sets her sights on Ren, her roughneck boyfriend tries to sabotage Ren’s reputation, with many of the locals eager to believe the worst about the new kid. The heartfelt story that emerges pins a father longing for the son he lost against a young man aching for the father who walked out on him.",EVENT
"To the rockin’ rhythm of its Oscar and Tony-nominated Top 40 score, augmented with dynamic new songs, Footloose celebrates the wisdom of listening to young people while guiding them with a warm heart and open mind. –Concord Theatricals, with whom Footloose is presented through arrangement. Footloose is presented by special arrangement with Samuel French, Inc., a Concord Theatricals Company. www.concordtheatricals.com Grease",NON-EVENT
Winter 2025 TOS,EVENT
Elf Jr.,NON-EVENT
Winter 2024 KOS,EVENT
The Christmas That Was Almost Cancelled,NON-EVENT
Winter 2024 KOS,EVENT
Into the Woods,NON-EVENT
Fall 2024 TOS,EVENT
The Hobbit,NON-EVENT
Spring 2024 KOS,EVENT
Charlotte's Web,NON-EVENT
Spring 2024 KOS,EVENT
Alice by Heart,NON-EVENT
Winter 2024 TOS,EVENT
Christmas Carol,NON-EVENT
Winter 2023 KOS,EVENT
The Lightning Thief: The Percy Jackson Musical,NON-EVENT
Fall 2023 TOS,EVENT
A Midsummer Night's Dream,NON-EVENT
Spring 2023 KOS,EVENT
Peter Pan,NON-EVENT
Spring 2023 KOS,EVENT
bare,NON-EVENT
Winter 2022 TOS,EVENT
A Christmas Carol,NON-EVENT
Winter 2022 KOS,EVENT
Be More Chill,NON-EVENT
Fall 2022 TOS,EVENT
Romeo & Juliet,NON-EVENT
Spring 2022 KOS,EVENT
Carrie,NON-EVENT
Fall 2021 KOS,EVENT
Urinetown,NON-EVENT
Fall 2021 KOS,EVENT
13 The Musical,NON-EVENT
Fall 2020 TOS,EVENT
The CENTER for Performing Arts at Rhinebeck Home About Us Buy Tickets Kids Shows,NON-EVENT
Auditions,EVENT
Donate Contact Us Dance Studio Email News Sign Up,NON-EVENT
2024 / 2025 Season Sponsors,EVENT
Silver Sponsor Bronze Sponsors,NON-EVENT
Skip to Content Open Menu Close Menu Donate Make A Donation Become a Member Lou Trapani Legacy Scholarship Buy Tickets Main Stage Saturday Morning Family Series Kids On Stage Black Box About Contact Us News Mission History Info Staff Board of Directors Photo Gallery Video Trailer Gallery Directions,NON-EVENT
Auditions Summer Camp Kids & Classes,EVENT
Kids & Teens On Stage CENTERstage Dance Studio Workshops Field Trips & Assemblies Saturday Morning Family Series Educational Job Opportunities Dance Studio CENTERstage Dance Studio,NON-EVENT
"Class Schedule, Levels, and Descriptions",EVENT
Dance Recital Competition Team,NON-EVENT
Adult Dance Classes,EVENT
Dress Code Our Instructors Join Us Subscribe for Email Updates Become A Member Become A Volunteer Become An Usher Become A Board Member Director Interest Form Black Box Proposal Form Gift Cards Amazon Wishlist Get Emails 0 0 Become A Member 0 0 Become A Member Donate Make A Donation Become a Member Lou Trapani Legacy Scholarship Buy Tickets Main Stage Saturday Morning Family Series Kids On Stage Black Box About Contact Us News Mission History Info Staff Board of Directors Photo Gallery Video Trailer Gallery Directions,NON-EVENT
Auditions Summer Camp Kids & Classes,EVENT
Kids & Teens On Stage CENTERstage Dance Studio Workshops Field Trips & Assemblies Saturday Morning Family Series Educational Job Opportunities Dance Studio CENTERstage Dance Studio,NON-EVENT
"Class Schedule, Levels, and Descriptions",EVENT
Dance Recital Competition Team,NON-EVENT
Adult Dance Classes,EVENT
Dress Code Our Instructors Join Us Subscribe for Email Updates Become A Member Become A Volunteer Become An Usher Become A Board Member Director Interest Form Black Box Proposal Form Gift Cards Amazon Wishlist Get Emails Open Menu Close Menu Folder: Donate Back Make A Donation Become a Member Lou Trapani Legacy Scholarship Folder: Buy Tickets Back Main Stage Saturday Morning Family Series Kids On Stage Black Box Folder: About Back Contact Us News Mission History Info Staff Board of Directors Photo Gallery Video Trailer Gallery Directions,NON-EVENT
Auditions Summer Camp,EVENT
Folder:,NON-EVENT
Kids & Classes,EVENT
Back Kids & Teens On Stage CENTERstage Dance Studio Workshops Field Trips & Assemblies Saturday Morning Family Series Educational Job Opportunities Folder: Dance Studio Back CENTERstage Dance Studio,NON-EVENT
"Class Schedule, Levels, and Descriptions",EVENT
Dance Recital Competition Team,NON-EVENT
Adult Dance Classes,EVENT
Dress Code Our Instructors Folder: Join Us Back Subscribe for Email Updates Become A Member Become A Volunteer Become An Usher Become A Board Member Director Interest Form Black Box Proposal Form Gift Cards Amazon Wishlist Get Emails Become A Member News The CENTER in the News Hamlet BroadwayWorld Article,NON-EVENT
"Shakespeare's iconic tragedy Hamlet opens at The CENTER for Performing Arts at Rhinebeck on Friday, March 8th, for a limited three-week engagement.  Adapted and directed by Lou Trapani, this ""Hamlet"" is set in 2024 and, as Shakespeare would say, ""holds the mirror up to nature.""",EVENT
By: Stephi Wild,NON-EVENT
"Feb. 26, 2024",EVENT
"View Article ""The Legacy of Maya Angelou"" Millbrook Independent Review",NON-EVENT
"The presentation offers poetic readings, music, solo songs, skits, archival film footage, some dancing, and choral song by Caged Bird Legacy, LLC featuring lively musical impressions by Manar Hashmi.",EVENT
By: Kevin T McEneany,NON-EVENT
"Feb. 17, 2024",EVENT
Read Review Alice by Heart BroadwayWorld Article Teen Production Of ALICE BY HEART to Take The Stage In Rhinebeck This February,NON-EVENT
Performances will take place from February 2-11.,EVENT
By: Chloe Rabinowitz,NON-EVENT
"Jan. 09, 2024",EVENT
"View Article ""Cabaret Musical Stuns..."" The Millbrook Independent Review",NON-EVENT
"This local production at the Center for Performing Arts in Rhinebeck, under the detailed and accomplished Direction of Peter Risafi (with Wendy-Urban Mead as assistant director), makes historical parallels to the rise of the Nazi party with a current frisson that is positively electric.",EVENT
By: Kevin T McEneaney,NON-EVENT
"Jan. 06, 2024",EVENT
"Read Review “What Good is Sitting Alone in Your Room?” Daily Catch Cabaret Article “At times, I’ve felt overwhelmed by all the changes on the creative team. But in the end, we have put together a production that digs deeply in telling the stories of a group of layered, complex characters,” says Risafi. By: Emily Sachar",NON-EVENT
"Jan. 04, 2024",EVENT
"View Article ""Like the show, ‘life must go on’ for retiring Lou Trapani"" Northern Dutchess News Article",NON-EVENT
"Lou Trapani, the man who may have done more than anyone to shape and foster the regional theater landscape of the Hudson Valley, is retiring from his role as Artistic and Managing Director of The Center for Performing Arts at Rhinebeck.",EVENT
By: Jim Donick,NON-EVENT
"Jan. 03, 2024",EVENT
"View Article ""Stretching More Than Her Legs"" Daily Catch feature on Choreographer Jordan Stroly Jordan Stroly had almost done it all. Danced. Taught. Competed. But one major challenge lay before her. She had never choreographed a musical. By: Emily Sachar",NON-EVENT
"Jan. 04, 2024",EVENT
View Article Cabaret Daily Freeman Article The celebrated musical “Cabaret” takes the stage at The CENTER for Performing Arts at Rhinebeck in January.,NON-EVENT
"Dec. 15, 2023",EVENT
View Article Cabaret BroadwayWorld Article CENTERstage Productions to Present CABARET This Winter,NON-EVENT
"Experience the captivating world of ""Cabaret"" in vibrant 1932 Berlin with CENTERstage Productions.",EVENT
By: Chloe Rabinowitz,NON-EVENT
"Dec. 08, 2023",EVENT
View Article Little Women Feature from Daily Freeman Snapshot: ‘Little Women’ opens Dec. 8 at CENTER for Performing Arts in Rhinebeck,NON-EVENT
"Dec. 03, 2023",EVENT
View Article Peter and the Starcatcher Review by Hudson Theatre Ghost A visit with old friends does a world of good for the heart – and a thrilling adventure does wonders for the spirit. By: The Hudson Theatre Ghost,NON-EVENT
"Nov. 05, 2023",EVENT
View Review The CENTER for Performing Arts at Rhinebeck Home About Us Buy Tickets Kids Shows,NON-EVENT
Auditions,EVENT
Donate Contact Us Dance Studio Email News Sign Up,NON-EVENT
2024 / 2025 Season Sponsors,EVENT
Silver Sponsor Bronze Sponsors,NON-EVENT
Skip to Content Open Menu Close Menu Donate Make A Donation Become a Member Lou Trapani Legacy Scholarship Buy Tickets Main Stage Saturday Morning Family Series Kids On Stage Black Box About Contact Us News Mission History Info Staff Board of Directors Photo Gallery Video Trailer Gallery Directions,NON-EVENT
Auditions Summer Camp Kids & Classes,EVENT
Kids & Teens On Stage CENTERstage Dance Studio Workshops Field Trips & Assemblies Saturday Morning Family Series Educational Job Opportunities Dance Studio CENTERstage Dance Studio,NON-EVENT
"Class Schedule, Levels, and Descriptions",EVENT
Dance Recital Competition Team,NON-EVENT
Adult Dance Classes,EVENT
Dress Code Our Instructors Join Us Subscribe for Email Updates Become A Member Become A Volunteer Become An Usher Become A Board Member Director Interest Form Black Box Proposal Form Gift Cards Amazon Wishlist Get Emails 0 0 Become A Member 0 0 Become A Member Donate Make A Donation Become a Member Lou Trapani Legacy Scholarship Buy Tickets Main Stage Saturday Morning Family Series Kids On Stage Black Box About Contact Us News Mission History Info Staff Board of Directors Photo Gallery Video Trailer Gallery Directions,NON-EVENT
Auditions Summer Camp Kids & Classes,EVENT
Kids & Teens On Stage CENTERstage Dance Studio Workshops Field Trips & Assemblies Saturday Morning Family Series Educational Job Opportunities Dance Studio CENTERstage Dance Studio,NON-EVENT
"Class Schedule, Levels, and Descriptions",EVENT
Dance Recital Competition Team,NON-EVENT
Adult Dance Classes,EVENT
Dress Code Our Instructors Join Us Subscribe for Email Updates Become A Member Become A Volunteer Become An Usher Become A Board Member Director Interest Form Black Box Proposal Form Gift Cards Amazon Wishlist Get Emails Open Menu Close Menu Folder: Donate Back Make A Donation Become a Member Lou Trapani Legacy Scholarship Folder: Buy Tickets Back Main Stage Saturday Morning Family Series Kids On Stage Black Box Folder: About Back Contact Us News Mission History Info Staff Board of Directors Photo Gallery Video Trailer Gallery Directions,NON-EVENT
Auditions Summer Camp,EVENT
Folder:,NON-EVENT
Kids & Classes,EVENT
Back Kids & Teens On Stage CENTERstage Dance Studio Workshops Field Trips & Assemblies Saturday Morning Family Series Educational Job Opportunities Folder: Dance Studio Back CENTERstage Dance Studio,NON-EVENT
"Class Schedule, Levels, and Descriptions",EVENT
Dance Recital Competition Team,NON-EVENT
Adult Dance Classes,EVENT
Dress Code Our Instructors Folder: Join Us Back Subscribe for Email Updates Become A Member Become A Volunteer Become An Usher Become A Board Member Director Interest Form Black Box Proposal Form Gift Cards Amazon Wishlist Get Emails Become A Member The Board of Directors Officers: Carl Diesing President Araea Minnow Vice President Felicia Olson Treasurer Maryann Mullen Secretary Board: Emily Boone Diana di Grandi Nathan Dotson Ryan Dutcher Michael Frazier Peter Risafi AnnChris Warren The CENTER for Performing Arts at Rhinebeck Home About Us Buy Tickets Kids Shows,NON-EVENT
Auditions,EVENT
Donate Contact Us Dance Studio Email News Sign Up,NON-EVENT
2024 / 2025 Season Sponsors,EVENT
Silver Sponsor Bronze Sponsors,NON-EVENT
Skip to Content Open Menu Close Menu Donate Make A Donation Become a Member Lou Trapani Legacy Scholarship Buy Tickets Main Stage Saturday Morning Family Series Kids On Stage Black Box About Contact Us News Mission History Info Staff Board of Directors Photo Gallery Video Trailer Gallery Directions,NON-EVENT
Auditions Summer Camp Kids & Classes,EVENT
Kids & Teens On Stage CENTERstage Dance Studio Workshops Field Trips & Assemblies Saturday Morning Family Series Educational Job Opportunities Dance Studio CENTERstage Dance Studio,NON-EVENT
"Class Schedule, Levels, and Descriptions",EVENT
Dance Recital Competition Team,NON-EVENT
Adult Dance Classes,EVENT
Dress Code Our Instructors Join Us Subscribe for Email Updates Become A Member Become A Volunteer Become An Usher Become A Board Member Director Interest Form Black Box Proposal Form Gift Cards Amazon Wishlist Get Emails 0 0 Become A Member 0 0 Become A Member Donate Make A Donation Become a Member Lou Trapani Legacy Scholarship Buy Tickets Main Stage Saturday Morning Family Series Kids On Stage Black Box About Contact Us News Mission History Info Staff Board of Directors Photo Gallery Video Trailer Gallery Directions,NON-EVENT
Auditions Summer Camp Kids & Classes,EVENT
Kids & Teens On Stage CENTERstage Dance Studio Workshops Field Trips & Assemblies Saturday Morning Family Series Educational Job Opportunities Dance Studio CENTERstage Dance Studio,NON-EVENT
"Class Schedule, Levels, and Descriptions",EVENT
Dance Recital Competition Team,NON-EVENT
Adult Dance Classes,EVENT
Dress Code Our Instructors Join Us Subscribe for Email Updates Become A Member Become A Volunteer Become An Usher Become A Board Member Director Interest Form Black Box Proposal Form Gift Cards Amazon Wishlist Get Emails Open Menu Close Menu Folder: Donate Back Make A Donation Become a Member Lou Trapani Legacy Scholarship Folder: Buy Tickets Back Main Stage Saturday Morning Family Series Kids On Stage Black Box Folder: About Back Contact Us News Mission History Info Staff Board of Directors Photo Gallery Video Trailer Gallery Directions,NON-EVENT
Auditions Summer Camp,EVENT
Folder:,NON-EVENT
Kids & Classes,EVENT
Back Kids & Teens On Stage CENTERstage Dance Studio Workshops Field Trips & Assemblies Saturday Morning Family Series Educational Job Opportunities Folder: Dance Studio Back CENTERstage Dance Studio,NON-EVENT
"Class Schedule, Levels, and Descriptions",EVENT
Dance Recital Competition Team,NON-EVENT
Adult Dance Classes,EVENT
Dress Code Our Instructors Folder: Join Us Back Subscribe for Email Updates Become A Member Become A Volunteer Become An Usher Become A Board Member Director Interest Form Black Box Proposal Form Gift Cards Amazon Wishlist Get Emails Become A Member Staff Kerry Dotson Managing Director,NON-EVENT
(845) 876-3088 ext. 17,EVENT
Email Olivia Michaels Bogert Creative Director Email Victoria Howland Director of Education,NON-EVENT
(845) 876-3088 ext. 13,EVENT
Email Patrick Bogert Technical Director,NON-EVENT
(845) 876-3088 ext. 15,EVENT
Email Kevin McCarthy Reservations and Volunteer Coordinator,NON-EVENT
(845) 876-3080,EVENT
Email Elizabeth Langan Reservations and Field Trip Coordinator,NON-EVENT
(845) 876-3080,EVENT
Email Kelsey Wertheim Costume Shop Manager Email The CENTER for Performing Arts at Rhinebeck Home About Us Buy Tickets Kids Shows,NON-EVENT
Auditions,EVENT
Donate Contact Us Dance Studio Email News Sign Up,NON-EVENT
2024 / 2025 Season Sponsors,EVENT
Silver Sponsor Bronze Sponsors,NON-EVENT
Skip to Content Open Menu Close Menu Donate Make A Donation Become a Member Lou Trapani Legacy Scholarship Buy Tickets Main Stage Saturday Morning Family Series Kids On Stage Black Box About Contact Us News Mission History Info Staff Board of Directors Photo Gallery Video Trailer Gallery Directions,NON-EVENT
Auditions Summer Camp Kids & Classes,EVENT
Kids & Teens On Stage CENTERstage Dance Studio Workshops Field Trips & Assemblies Saturday Morning Family Series Educational Job Opportunities Dance Studio CENTERstage Dance Studio,NON-EVENT
"Class Schedule, Levels, and Descriptions",EVENT
Dance Recital Competition Team,NON-EVENT
Adult Dance Classes,EVENT
